index,time,value
1062,1656664187126,0.0
1063,1656664187127,0.0
1064,1656664187129,0.0
1065,1656664187129,0.0
1066,1656664187129,0.0
1067,1656664187129,0.0
1068,1656664187129,0.0
1069,1656664187129,0.0
1070,1656664187130,0.0
1071,1656664187130,0.0
1072,1656664187130,0.0
1073,1656664187130,0.0
1074,1656664187130,0.0
1075,1656664187137,0.0
1076,1656664187137,0.0
1077,1656664187137,0.0
1078,1656664187137,0.0
1079,1656664187137,0.0
1080,1656664187137,0.0
1081,1656664187137,0.0
1082,1656664187140,0.0
1083,1656664187140,0.0
1084,1656664187140,0.0
1085,1656664187140,0.0
1086,1656664187140,0.0
1087,1656664187141,0.0
1088,1656664187142,0.0
1089,1656664188017,0.0
1090,1656664188994,0.0
1091,1656664189957,0.0
1092,1656664190927,0.0
1093,1656664191888,0.0
1094,1656664192840,0.0
1095,1656664197180,0.0
1096,1656664197180,0.0
1097,1656664197180,0.0
1098,1656664197190,0.0
1099,1656664197193,0.0
1100,1656664197374,0.0
